oare_id,source_transliteration,target_translation_english,source_pdf,source_page,stage1_match_source,stage1_match_confidence,stage2_confidence,language_detected,llm_opinion,akkadian_from_page_text,evidence,notes,pair_index,input_key
67258a77-1e59-455f-bec3-3909a8d21866,"15 Minen Silber bei Kulumäja, Sohn des Assur-imitti.","15 mines of silver at Kulumäja, son of Assur-imitti.","APU, 1995.pdf",190,page_text_ref,0.82,0.82,de|en,"This page is partially useful for translation purposes, but some parts are unclear or in a different language.",22 ma-na KÙ.BABBAR iš-tí da-da-a DUMU id-na-a,"The page contains a translation of the tablet, but some parts are unclear or in a different language.","The translation is partially reliable, but some parts may be incorrect or unclear.",1,"APU, 1995.pdf||190||67258a77-1e59-455f-bec3-3909a8d21866"
67258a77-1e59-455f-bec3-3909a8d21866,"2 Minen Silber, der Kaufpreis für die Sklavinnen und den Sklaven.","2 mines of silver, the price for the slave women and the slaves.","APU, 1995.pdf",190,page_text_ref,0.82,0.82,de|en,"This page is partially useful for translation purposes, but some parts are unclear or in a different language.",22 ma-na KÙ.BABBAR iš-tí da-da-a DUMU id-na-a,"The page contains a translation of the tablet, but some parts are unclear or in a different language.","The translation is partially reliable, but some parts may be incorrect or unclear.",2,"APU, 1995.pdf||190||67258a77-1e59-455f-bec3-3909a8d21866"
67258a77-1e59-455f-bec3-3909a8d21866,1 Mine Silber habe ich für ihren Anteil hinterlassen.,1 mine of silver I have left for their share.,"APU, 1995.pdf",190,page_text_ref,0.82,0.82,de|en,"This page is partially useful for translation purposes, but some parts are unclear or in a different language.",22 ma-na KÙ.BABBAR iš-tí da-da-a DUMU id-na-a,"The page contains a translation of the tablet, but some parts are unclear or in a different language.","The translation is partially reliable, but some parts may be incorrect or unclear.",3,"APU, 1995.pdf||190||67258a77-1e59-455f-bec3-3909a8d21866"
67258a77-1e59-455f-bec3-3909a8d21866,"4 Talente 17 Minen Kupfer,","4 talents 17 mines of copper,","APU, 1995.pdf",190,page_text_ref,0.82,0.82,de|en,"This page is partially useful for translation purposes, but some parts are unclear or in a different language.",22 ma-na KÙ.BABBAR iš-tí da-da-a DUMU id-na-a,"The page contains a translation of the tablet, but some parts are unclear or in a different language.","The translation is partially reliable, but some parts may be incorrect or unclear.",4,"APU, 1995.pdf||190||67258a77-1e59-455f-bec3-3909a8d21866"
67258a77-1e59-455f-bec3-3909a8d21866,"1 Mine 10 Segel Gold,","1 mine 10 shekels of gold,","APU, 1995.pdf",190,page_text_ref,0.82,0.82,de|en,"This page is partially useful for translation purposes, but some parts are unclear or in a different language.",22 ma-na KÙ.BABBAR iš-tí da-da-a DUMU id-na-a,"The page contains a translation of the tablet, but some parts are unclear or in a different language.","The translation is partially reliable, but some parts may be incorrect or unclear.",5,"APU, 1995.pdf||190||67258a77-1e59-455f-bec3-3909a8d21866"
67258a77-1e59-455f-bec3-3909a8d21866,"rotes, 1 Mine 17 Segel Silber für einen Bronzebecher,","red, 1 mine 17 shekels of silver for a bronze cup,","APU, 1995.pdf",190,page_text_ref,0.82,0.82,de|en,"This page is partially useful for translation purposes, but some parts are unclear or in a different language.",22 ma-na KÙ.BABBAR iš-tí da-da-a DUMU id-na-a,"The page contains a translation of the tablet, but some parts are unclear or in a different language.","The translation is partially reliable, but some parts may be incorrect or unclear.",6,"APU, 1995.pdf||190||67258a77-1e59-455f-bec3-3909a8d21866"
67258a77-1e59-455f-bec3-3909a8d21866,"1 '/3Minen Silber, gehörig dem Obersten des Hauses?","1 '/3 mines of silver, belonging to the head of the house?","APU, 1995.pdf",190,page_text_ref,0.82,0.82,de|en,"This page is partially useful for translation purposes, but some parts are unclear or in a different language.",22 ma-na KÙ.BABBAR iš-tí da-da-a DUMU id-na-a,"The page contains a translation of the tablet, but some parts are unclear or in a different language.","The translation is partially reliable, but some parts may be incorrect or unclear.",7,"APU, 1995.pdf||190||67258a77-1e59-455f-bec3-3909a8d21866"
a25c6905-8292-4201-b563-477abdf9837d,2 né pi-[fa-an x ma-na],2 né pifan x mina,"APU, 1995.pdf",192,page_text_ref,0.82,0.82,en|de,"This page is partially useful for the tablet, but some parts are not relevant.",KÙ.BABBAR | ni [is ha sû DIRI] | ku-nu-ke-a,The page text contains a matching translation segment with a confidence of 0.82.,"The translation segment is partially relevant to the tablet, but some parts are not clear.",0,"APU, 1995.pdf||192||a25c6905-8292-4201-b563-477abdf9837d"
a25c6905-8292-4201-b563-477abdf9837d,KÙ.BABBAR ni [is ha sû DIRI],Silver ni is ha sû DIRI,"APU, 1995.pdf",192,page_text_ref,0.82,0.82,en|de,"This page is partially useful for the tablet, but some parts are not relevant.",KÙ.BABBAR | ni [is ha sû DIRI] | ku-nu-ke-a,The page text contains a matching translation segment with a confidence of 0.82.,"The translation segment is partially relevant to the tablet, but some parts are not clear.",1,"APU, 1995.pdf||192||a25c6905-8292-4201-b563-477abdf9837d"
a25c6905-8292-4201-b563-477abdf9837d,ku-nu-ke-a,kunukea,"APU, 1995.pdf",192,page_text_ref,0.82,0.82,en|de,"This page is partially useful for the tablet, but some parts are not relevant.",KÙ.BABBAR | ni [is ha sû DIRI] | ku-nu-ke-a,The page text contains a matching translation segment with a confidence of 0.82.,"The translation segment is partially relevant to the tablet, but some parts are not clear.",2,"APU, 1995.pdf||192||a25c6905-8292-4201-b563-477abdf9837d"
8a671994-76bd-4c75-b269-564dd9a2a873,"2. Z. 8-12: Der Schreiber hat im Haus des Alähum 2 Segel Silber bezahlt, die für den
Tempelschatz des Bélum bestimmt sind.","2. Z. 8-12: The scribe has paid 2 shekels of silver in the house of Alähum, which are destined for the temple treasury of Bélum.","APU, 1995.pdf",197,page_text_ref,0.82,0.82,de|en,"This page is very useful for understanding the tablet's content, but it's not a direct translation.",2 GÙ 2 ma-na AN.NA | 2 GÙ 9 ma-na AN.NA | 11 ma-na 10 GIN AN.NA,The page text matches the transliteration with a confidence of 0.82.,"The page text is in German, but it's a translation of the Akkadian text.",0,"APU, 1995.pdf||197||8a671994-76bd-4c75-b269-564dd9a2a873"
e7e26a46-0e7d-22cd-2fbb-2373f3e07e7f,"Davon habe ich 7 kutânum-Stoffe und 4 schwarze Stoffe, seinen Anteil, hinterlegt; der Rest seiner Stoffe, 11 kutânum-Stoffe und 3 schwarze, (befindet sich) bei mir.","I have 7 kutânum-stuffs and 4 black stuffs, his share, deposited; the rest of his stuffs, 11 kutânum-stuffs and 3 black, (are) with me.","APU, 1995.pdf",208,page_text_ref,0.82,0.82,de|en,"This page is partially useful for the translation of the tablet, but it contains some unclear or damaged text.",i-li-bi | i-li-bi4 | ina libbi | illibbi,"The page text contains a translation of the tablet, but it is not entirely clear or reliable.","The page text contains some unclear or damaged text, and the translation is not entirely reliable.",0,"APU, 1995.pdf||208||e7e26a46-0e7d-22cd-2fbb-2373f3e07e7f"
f5a2829e-bf98-5b76-e770-a1d8a2043792,34 TÚG.ḪI.A of ŠE.EP IŠ-ME-SU-EN of A-NA A-ŠUR-MALIK UBLU 6 GÚ 4 MA.NA URUDU IT-BU-LU ŠÍ-IM ANŠE.ḪI.A ZU-UR-ZI Ú-KÀ-PÌ MA-AT-LI-IḪ-ŠÍ WA-ṢÍ-SÚ-NU MÌ-MÁ ŠU-UM-ŠU Ú-LÁ ṬÁ-ḪI 10 {TÚG}LU-BU-ŠÍ IŠ-ME-SÚ-EN A-NA <GAP> Ú-BI-IL,34 TÚG.ḪI.A of ŠE.EP IŠ-ME-SU-EN of A-NA A-ŠUR-MALIK UBLU 6 GÚ 4 MA.NA URUDU IT-BU-LU ŠÍ-IM ANŠE.ḪI.A ZU-UR-ZI Ú-KÀ-PÌ MA-AT-LI-IḪ-ŠÍ WA-ṢÍ-SÚ-NU MÌ-MÁ ŠU-UM-ŠU Ú-LÁ ṬÁ-ḪI 10 {TÚG}LU-BU-ŠÍ IŠ-ME-SÚ-EN A-NA <GAP> Ú-BI-IL,"APU, 1995.pdf",213,page_text_ref,0.82,0.82,en|de|tr,"This page is somewhat useful for the tablet, but the translation is not entirely clear.",34 TÚG.ḪI.A | ša šé-ep iš-me-sú-en | a-na a-šùr-ma-lik | ub-lu 6 GÚ 4 ma-na URUDU | it-bu-lu ší-im ANŠE.ḪI.A | zu-ur-zi | ú-kà-pì ma-at-li-iḫ-ší | wa-ṣí-sú-nu | mì-ma šu-um-šu | ú-lá ṭá-ḫi 10 {TÚG}lu-bu-ší,page_text_ref,"The translation is not entirely clear, but it appears to be a record of a transaction involving textiles and copper.",0,"APU, 1995.pdf||213||f5a2829e-bf98-5b76-e770-a1d8a2043792"
2e652f14-e7f5-cc0e-732a-d9fe3ae3ae17,"5.5 shekels of silver, I gave to Iškur-bani; 5 shekels to Ašur-GAL; 4 shekels to Šalim-Assur; all this, I gave to them.",5.5 GÍN KÙ.BABBAR wa-ar-<gap>-in a-na {d}IŠKUR-ba-ni 5 GÍN a-na a-šùr-GAL 4 GÍN a-na ša-lim-a-šùr,"APU, 1995.pdf",215,page_text_ref,0.82,0.82,de|en,"This page is partially useful for translation, but some parts are unclear or missing.",5.5 GÍN KÙ.BABBAR | 5 GÍN a-na a-šùr-GAL | 4 GÍN a-na ša-lim-a-šùr | 2 GÍN KÙ.BABBAR i-nu-mì ma-ri i-zi-a | 2 GÍN a-na il5-ba-ni | 0.33333 ma-na 0.66666 GÍN ù 7,"stage1 match source: page_text_ref, stage1 match confidence: 0.82",Some parts of the translation are unclear or missing due to gaps in the text.,0,"APU, 1995.pdf||215||2e652f14-e7f5-cc0e-732a-d9fe3ae3ae17"
2e652f14-e7f5-cc0e-732a-d9fe3ae3ae17,"2 shekels of silver, I gave to Mari-zi-a; 2 shekels to Ili-bani; 0.33333 mana 0.66666 shekels and 7, I gave to Amur-Samas; 1 mu, I gave to wa-áš-ba-at",2 GÍN KÙ.BABBAR i-nu-mì ma-ri i-zi-a 2 GÍN a-na il5-ba-ni <gap> 0.33333 ma-na 0.66666 GÍN ù 7 <gap> IGI a-mur-{d}UTU al-<gap> 1 mu-<gap> wa-áš-ba-at,"APU, 1995.pdf",215,page_text_ref,0.82,0.82,de|en,"This page is partially useful for translation, but some parts are unclear or missing.",5.5 GÍN KÙ.BABBAR | 5 GÍN a-na a-šùr-GAL | 4 GÍN a-na ša-lim-a-šùr | 2 GÍN KÙ.BABBAR i-nu-mì ma-ri i-zi-a | 2 GÍN a-na il5-ba-ni | 0.33333 ma-na 0.66666 GÍN ù 7,"stage1 match source: page_text_ref, stage1 match confidence: 0.82",Some parts of the translation are unclear or missing due to gaps in the text.,1,"APU, 1995.pdf||215||2e652f14-e7f5-cc0e-732a-d9fe3ae3ae17"
